121.57444       25.29766        1       10
121.57678       25.29560        1       10
121.58138       25.29386        1       10
121.58557       25.29364        1       10
121.59592       25.28798        1       10
121.59694       25.28700        1       10
121.59981       25.28336        1       10
121.60197       25.28222        1       10
121.60466       25.28178        1       10
121.60723       25.28091        1       10
121.60951       25.27960        1       10
121.61160       25.27786        1       10
121.61358       25.27596        1       10
121.61597       25.27465        1       10
121.61705       25.27378        1       10
121.61806       25.27280        1       10
121.62381       25.26431        1       10
121.62572       25.26100        1       10
121.62668       25.25757        1       10
121.62716       25.25376        1       10
121.62728       25.24957        1       10
121.62620       25.24418        1       10
121.62572       25.24304        1       10
121.62548       25.24119        1       10
121.62704       25.23868        1       10
121.62991       25.23504        1       10
121.63661       25.23177        1       10
121.63715       25.23090        1       10
121.63691       25.23079        1       10
121.63302       25.23150        1       10
121.63069       25.23237        1       10
121.62806       25.23281        1       10
121.62746       25.23270        1       10
121.62369       25.22998        1       10
121.62602       25.23079        1       10
121.62734       25.23221        1       10
121.62907       25.23210        1       10
121.63231       25.23101        1       10
121.63931       25.22927        1       10
121.64038       25.22938        1       10
121.64122       25.23003        1       10
121.64152       25.23150        1       10
121.64020       25.23313        1       10
121.64062       25.23406        1       10
121.64194       25.23438        1       10
121.64361       25.23449        1       10
121.64344       25.23357        1       10
121.64308       25.23302        1       10
121.64308       25.23215        1       10
121.64421       25.23161        1       10
121.64463       25.23112        1       10
121.64469       25.23041        1       10
121.64349       25.22862        1       10
121.64158       25.22426        1       10
121.64212       25.22078        1       10
121.64194       25.22007        1       10
121.64128       25.21871        1       10
121.64104       25.21719        1       10
121.64290       25.21953        1       10
121.64272       25.22078        1       10
121.64296       25.22083        1       10
121.64344       25.22072        1       10
121.64439       25.21953        1       10
121.64511       25.21746        1       10
121.64667       25.21533        1       10
121.65450       25.20973        1       10
121.65630       25.20984        1       10
121.65875       25.20728        1       10
121.66061       25.20619        1       10
121.66282       25.20445        1       10
121.66438       25.20358        1       10
121.66689       25.20477        1       10
121.66905       25.20641        1       10
121.66988       25.20477        1       10
121.67180       25.20466        1       10
121.67222       25.20477        1       10
121.67371       25.20624        1       10
121.67521       25.20837        1       10
121.67658       25.20929        1       10
121.67700       25.20978        1       10
121.67718       25.20978        1       10
121.67754       25.20956        1       10
121.67898       25.20935        1       10
121.67898       25.20793        1       10
121.67802       25.20619        1       10
121.67802       25.20532        1       10
121.67862       25.20532        1       10
121.67916       25.20543        1       10
121.68011       25.20652        1       10
121.68113       25.20690        1       10
121.68173       25.20755        1       10
121.68107       25.20869        1       10
121.68185       25.20951        1       10
121.68311       25.21038        1       10
121.68382       25.21049        1       10
121.68472       25.21027        1       10
121.68520       25.21147        1       10
121.68867       25.21572        1       10
121.69053       25.21757        1       10
121.69184       25.21844        1       10
121.69298       25.21931        1       10
121.69298       25.21909        1       10
121.69316       25.21882        1       10
121.69244       25.21806        1       10
121.69280       25.21751        1       10
121.69286       25.21686        1       10
121.69226       25.21610        1       10
121.69208       25.21539        1       10
121.68484       25.20984        1       10
121.68538       25.20940        1       10
121.68526       25.20875        1       10
121.68305       25.20722        1       10
121.68305       25.20695        1       10
121.68353       25.20564        1       10
121.68424       25.20526        1       10
121.68508       25.20516        1       10
121.68682       25.20537        1       10
121.68712       25.20526        1       10
121.68700       25.20450        1       10
121.68532       25.20363        1       10
121.68502       25.20254        1       10
121.68394       25.20107        1       10
121.68203       25.19911        1       10
121.68047       25.19824        1       10
121.67940       25.19650        1       10
121.67742       25.19427        1       10
121.67694       25.19263        1       10
121.67766       25.19258        1       10
121.67784       25.19035        1       10
121.68083       25.18637        1       10
121.68275       25.18278        1       10
121.68365       25.18240        1       10
121.68371       25.18136        1       10
121.68245       25.17897        1       10
121.68484       25.18142        1       10
121.68598       25.18185        1       10
121.68813       25.18207        1       10
121.68933       25.18262        1       10
121.69053       25.18185        1       10
121.69178       25.18196        1       10
121.69382       25.18142        1       10
121.69501       25.17989        1       10
121.69561       25.17842        1       10
121.69669       25.17831        1       10
121.69747       25.17788        1       10
121.69986       25.17744        1       10
121.70010       25.17722        1       10
121.70034       25.17238        1       10
121.70022       25.17102        1       10
121.69866       25.16704        1       10
121.70022       25.16639        1       10
121.70291       25.16650        1       10
121.70471       25.16693        1       10
121.70555       25.16770        1       10
121.70668       25.16791        1       10
121.70734       25.16780        1       10
121.70764       25.16759        1       10
121.70836       25.16802        1       10
121.70914       25.16748        1       10
121.71093       25.16726        1       10
121.71249       25.16682        1       10
121.71494       25.16661        1       10
121.71859       25.16584        1       10
121.72194       25.16563        1       10
121.72218       25.16552        1       10
121.72242       25.16214        1       10
121.72242       25.16421        1       10
121.72308       25.16426        1       10
121.72392       25.16448        1       10
121.72427       25.16470        1       10
121.72445       25.16497        1       10
121.72481       25.16525        1       10
121.72559       25.16437        1       10
121.72643       25.16416        1       10
121.72631       25.16383        1       10
121.72679       25.16378        1       10
121.72780	25.16345	1	10
121.72804	25.16361	1	10
121.72900	25.16328	1	10
121.72990	25.16339	1	10
121.73014	25.16383	1	10
121.73056	25.16285	1	10
121.73193	25.16176	1	10
121.73205	25.16143	1	10
121.73283	25.16132	1	10
121.73427	25.16067	1	10
121.73433	25.16034	1	10
121.73469	25.16024	1	10
121.73475	25.16007	1	10
121.73445	25.15996	1	10
121.73421	25.16018	1	10
121.73367	25.15958	1	10
121.73343	25.15893	1	10
121.73433	25.15860	1	10
121.73445	25.15893	1	10
121.73487	25.15925	1	10
121.73582	25.15958	1	10
121.73576	25.15942	1	10
121.73594	25.15936	1	10
121.73624	25.15947	1	10
121.73666	25.15996	1	10
121.73612	25.16007	1	10
121.73564	25.15996	1	10
121.73552	25.16018	1	10
121.73690	25.16040	1	10
121.73732	25.16018	1	10
121.73744	25.16051	1	10
121.73828	25.16073	1	10
121.73875	25.16024	1	10
121.73923	25.16018	1	10
121.73917	25.15947	1	10
121.73959	25.15898	1	10
121.74001	25.15876	1	10
121.74199	25.15724	1	10
121.74306	25.15702	1	10
121.74336	25.15680	1	10
121.74294	25.15664	1	10
121.74300	25.15648	1	10
121.74330	25.15642	1	10
121.74372	25.15664	1	10
121.74384	25.15697	1	10
121.74348	25.15729	1	10
121.74408	25.15729	1	10
121.74456	25.15708	1	10
121.74474	25.15719	1	10
121.74492	25.15691	1	10
121.74558	25.15680	1	10
121.74611	25.15691	1	10
121.74653	25.15713	1	10
121.74689	25.15702	1	10
121.74701	25.15648	1	10
121.74893	25.15659	1	10
121.74965	25.15713	1	10
121.75234	25.15844	1	10
121.75264	25.15833	1	10
121.75060	25.15724	1	10
121.74994	25.15680	1	10
121.74988	25.15648	1	10
121.75036	25.15561	1	10
121.75276	25.15539	1	10
121.75294	25.15528	1	10
121.75288	25.15512	1	10
121.75216	25.15501	1	10
121.75204	25.15446	1	10
121.74976	25.15446	1	10
121.74474	25.15098	1	10
121.74474	25.15070	1	10
121.74516	25.15021	1	10
121.74564	25.15032	1	10
121.74570	25.15049	1	10
121.74552	25.15076	1	10
121.74594	25.15087	1	10
121.74731	25.15021	1	10
121.75168	25.15239	1	10
121.75276	25.15054	1	10
121.74941	25.14880	1	10
121.74941	25.14853	1	10
121.75030	25.14716	1	10
121.75060	25.14695	1	10
121.75324	25.14825	1	10
121.75383	25.14542	1	10
121.75395	25.14531	1	10
121.75276	25.14542	1	10
121.75228	25.14531	1	10
121.75270	25.14520	1	10
121.75126	25.14520	1	10
121.75114	25.14488	1	10
121.75174	25.14460	1	10
121.75210	25.14406	1	10
121.75198	25.14384	1	10
121.74785	25.14101	1	10
121.74689	25.14068	1	10
121.75084	25.13905	1	10
121.75276	25.14025	1	10
121.75282	25.14052	1	10
121.75718	25.14297	1	10
121.75838	25.14341	1	10
121.75886	25.14319	1	10
121.75922	25.14264	1	10
121.76030	25.14341	1	10
121.76077	25.14390	1	10
121.76042	25.14466	1	10
121.75826	25.14450	1	10
121.75814	25.14460	1	10
121.75826	25.14493	1	10
121.76006	25.14531	1	10
121.76006	25.14629	1	10
121.75976	25.14640	1	10
121.75784	25.14608	1	10
121.75778	25.14635	1	10
121.76107	25.14711	1	10
121.76167	25.14896	1	10
121.76203	25.14907	1	10
121.76221	25.14880	1	10
121.76257	25.14902	1	10
121.76251	25.14940	1	10
121.76347	25.14967	1	10
121.76365	25.15016	1	10
121.76389	25.15011	1	10
121.76431	25.15021	1	10
121.76610	25.15141	1	10
121.76622	25.15201	1	10
121.76658	25.15207	1	10
121.76664	25.15179	1	10
121.76736	25.15168	1	10
121.76784	25.15277	1	10
121.76825	25.15288	1	10
121.76981	25.15223	1	10
121.77005	25.15245	1	10
121.76987	25.15272	1	10
121.76879	25.15337	1	10
121.76885	25.15354	1	10
121.76963	25.15403	1	10
121.76999	25.15457	1	10
121.77065	25.15468	1	10
121.77077	25.15479	1	10
121.77065	25.15512	1	10
121.77376	25.15544	1	10
121.77382	25.15463	1	10
121.77436	25.15337	1	10
121.77502	25.15223	1	10
121.77561	25.15201	1	10
121.77561	25.15234	1	10
121.77573	25.15245	1	10
121.77651	25.15212	1	10
121.77651	25.15234	1	10
121.77478	25.15490	1	10
121.77442	25.15621	1	10
121.77472	25.15621	1	10
121.77532	25.15479	1	10
121.77645	25.15321	1	10
121.77705	25.15201	1	10
121.77801	25.15136	1	10
121.77932	25.15125	1	10
121.78010	25.15136	1	10
121.78268	25.15070	1	10
121.78357	25.15005	1	10
121.78357	25.14983	1	10
121.78543	25.14951	1	10
121.78848	25.14820	1	10
121.78998	25.14831	1	10
121.78998	25.14820	1	10
121.78890	25.14787	1	10
121.78842	25.14667	1	10
121.78824	25.14667	1	10
121.78824	25.14695	1	10
121.78866	25.14787	1	10
121.78567	25.14896	1	10
121.78441	25.14863	1	10
121.78429	25.14700	1	10
121.78710	25.14531	1	10
121.78728	25.14542	1	10
121.78728	25.14466	1	10
121.78764	25.14444	1	10
121.78824	25.14455	1	10
121.78968	25.14520	1	10
121.79033	25.14591	1	10
121.79081	25.14597	1	10
121.79075	25.14537	1	10
121.78968	25.14482	1	10
121.78974	25.14444	1	10
121.79033	25.14433	1	10
121.79027	25.14384	1	10
121.79069	25.14406	1	10
121.79087	25.14433	1	10
121.79219	25.14520	1	10
121.79207	25.14444	1	10
121.79105	25.14379	1	10
121.79159	25.14319	1	10
121.79267	25.14384	1	10
121.79321	25.14341	1	10
121.79225	25.14275	1	10
121.79219	25.14264	1	10
121.79363	25.14068	1	10
121.79398	25.14057	1	10
121.79512	25.14123	1	10
121.79542	25.14188	1	10
121.79554	25.14352	1	10
121.79369	25.14575	1	10
121.79339	25.14553	1	10
121.79297	25.14564	1	10
121.79351	25.14635	1	10
121.79339	25.14667	1	10
121.79237	25.14678	1	10
