121.76233	25.16024	1	10
121.76293	25.16029	1	10
121.76353	25.16018	1	10
121.76508	25.16040	1	10
121.76562	25.16083	1	10
121.76766	25.16171	1	10
121.76909	25.16181	1	10
121.76939	25.16171	1	10
121.76981	25.16078	1	10
121.76963	25.16067	1	10
121.76957	25.16034	1	10
121.76993	25.16013	1	10
121.77041	25.15969	1	10
121.77208	25.15947	1	10
121.77268	25.15925	1	10
121.77526	25.15936	1	10
121.77526	25.15958	1	10
121.77537	25.15964	1	10
121.77615	25.15953	1	10
121.77669	25.15931	1	10
121.77986	25.15909	1	10
121.77663	25.15909	1	10
121.77657	25.15882	1	10
121.77615	25.15860	1	10
121.77615	25.15838	1	10
121.77657	25.15827	1	10
121.77663	25.15811	1	10
121.77603	25.15789	1	10
121.77591	25.15762	1	10
121.77436	25.15719	1	10
121.77394	25.15697	1	10
121.77370	25.15642	1	10
121.77346	25.15670	1	10
121.77310	25.15670	1	10
121.77035	25.15571	1	10
121.77017	25.15539	1	10
121.76951	25.15517	1	10
121.76939	25.15490	1	10
121.76891	25.15441	1	10
121.76742	25.15408	1	10
121.76610	25.15430	1	10
121.76568	25.15452	1	10
121.76311	25.15430	1	10
121.76293	25.15299	1	10
121.76311	25.15288	1	10
121.76293	25.15136	1	10
121.76257	25.15130	1	10
121.76131	25.15250	1	10
121.76143	25.15288	1	10
121.76095	25.15321	1	10
121.76089	25.15365	1	10
121.75988	25.15408	1	10
121.75988	25.15419	1	10
121.75958	25.15430	1	10
121.75952	25.15457	1	10
121.76018	25.15593	1	10
121.76054	25.15604	1	10
121.76030	25.15659	1	10
121.75970	25.15680	1	10
121.76066	25.15904	1	10
121.76179	25.15909	1	10
121.76185	25.15980	1	10
121.76149	25.15991	1	10
121.76149	25.16002	1	10
121.76095	25.16007	1	10
121.76095	25.15942	1	10
121.76030	25.15931	1	10
121.75862	25.15751	1	10
121.75796	25.15762	1	10
121.75724	25.15631	1	10
121.75706	25.15653	1	10
121.75766	25.15773	1	10
121.75766	25.15866	1	10
121.75718	25.15909	1	10
121.75701	25.15882	1	10
121.75647	25.15904	1	10
121.75635	25.15936	1	10
121.75515	25.15925	1	10
121.75545	25.16007	1	10
121.75539	25.16078	1	10
121.75485	25.16203	1	10
121.75437	25.16225	1	10
121.75443	25.16241	1	10
121.75485	25.16230	1	10
121.75611	25.15975	1	10
121.75701	25.15975	1	10
121.75736	25.16029	1	10
121.75754	25.16100	1	10
121.76006	25.16122	1	10
121.76030	25.16100	1	10
121.76048	25.16029	1	10
121.76233	25.16024	0	10
