121.78704	25.19492	1	10
121.78812	25.19519	1	10
121.78860	25.19497	1	10
121.78878	25.19427	1	10
121.78818	25.19383	1	10
121.78806	25.19345	1	10
121.78848	25.19334	1	10
121.78866	25.19296	1	10
121.78836	25.19236	1	10
121.78794	25.19214	1	10
121.78794	25.19165	1	10
121.78656	25.19133	1	10
121.78555	25.19144	1	10
121.78507	25.19122	1	10
121.78483	25.19084	1	10
121.78459	25.19062	1	10
121.78345	25.19040	1	10
121.78214	25.18997	1	10
121.78208	25.19024	1	10
121.78250	25.19154	1	10
121.78285	25.19203	1	10
121.78357	25.19269	1	10
121.78393	25.19334	1	10
121.78417	25.19361	1	10
121.78471	25.19367	1	10
121.78543	25.19389	1	10
121.78567	25.19410	1	10
121.78585	25.19476	1	10
121.78633	25.19503	1	10
121.78704	25.19492	0	10
