nan nan
 121.724944	 32.031250
 121.832028	 31.910833
 121.910444	 31.736639
 121.884167	 31.689556
 121.820806	 31.684556
 121.630833	 31.732917
 121.512500	 31.785361
 121.467472	 31.831222
 121.303278	 31.883722
 121.158306	 31.836250
 121.099139	 31.857083
 121.085389	 31.844944
 121.107500	 31.846250
 121.127056	 31.818306
 121.099139	 31.795389
 121.030833	 31.817889
 121.055389	 31.828306
 121.044139	 31.832083
 121.014972	 31.805389
 120.943306	 31.812917
 120.923694	 31.868333
 120.936250	 31.879972
 120.813694	 32.010806
nan nan
 120.506667	 32.089556
 120.245778	 31.945389
 120.055889	 31.967056
 120.058361	 31.950417
 120.135833	 31.916222
 120.181667	 31.913750
 120.305000	 31.950389
 120.433306	 31.968750
 120.454528	 31.988306
 120.453333	 32.022917
 120.610861	 31.989556
 120.739194	 31.987111
 120.816250	 31.862500
 120.817056	 31.828333
 120.799139	 31.812056
 120.745417	 31.834139
 120.794944	 31.796222
 120.869167	 31.762028
 120.996639	 31.759528
 121.085833	 31.722056
 121.232083	 31.624167
 121.296222	 31.535833
 121.294139	 31.515417
 121.411694	 31.468750
 121.490833	 31.416278
 121.507861	 31.395000
 121.499111	 31.365556
 121.518278	 31.391222
 121.572500	 31.377917
 121.682472	 31.316250
 121.746250	 31.246639
 121.912056	 30.938333
 121.879917	 30.872056
 121.512417	 30.828722
 121.423194	 30.787917
 121.332417	 30.704556
 121.266583	 30.701222
 121.195778	 30.664583
 121.157778	 30.637472
 121.146583	 30.603750
 121.084056	 30.600417
 121.027417	 30.579528
 120.948750	 30.506639
 120.941222	 30.452500
 120.965389	 30.438333
 120.943361	 30.417083
 120.909611	 30.413333
 120.922917	 30.387472
 120.913361	 30.373750
 120.863306	 30.369556
 120.795000	 30.331250
 120.792500	 30.345417
 120.760806	 30.347917
 120.726611	 30.383750
 120.645806	 30.406250
 120.400000	 30.388694
 120.369611	 30.337472
 120.365000	 30.271222
 120.343333	 30.263750
 120.294972	 30.299583
 120.259167	 30.293722
 120.200056	 30.231250
 120.137944	 30.195778
 120.208306	 30.222917
 120.274972	 30.282889
 120.305806	 30.282111
 120.314167	 30.246250
 120.371667	 30.249583
 120.405389	 30.279139
 120.442472	 30.357861
 120.609111	 30.360389
 120.656222	 30.310000
 120.615806	 30.297056
 120.616222	 30.274944
 120.637083	 30.233333
 120.667083	 30.214111
 120.658722	 30.158306
 120.630444	 30.134139
 120.656667	 30.107917
 120.748333	 30.082083
 120.690806	 30.098722
 120.664556	 30.119972
 120.671222	 30.133306
 120.727444	 30.152917
 120.746667	 30.127861
 120.846639	 30.128750
 120.931611	 30.177028
 120.976667	 30.183750
 120.973306	 30.195389
 121.069083	 30.265417
 121.079944	 30.256250
 121.086556	 30.279611
 121.123278	 30.299556
 121.264056	 30.327917
 121.349139	 30.307917
 121.484889	 30.200417
 121.499111	 30.207056
 121.500361	 30.184944
 121.552861	 30.113361
 121.577000	 30.103306
 121.629556	 30.013278
 121.722500	 29.967889
 121.714139	 29.948722
 121.740833	 29.971222
 121.743306	 29.957028
 121.759167	 29.972889
 121.794167	 29.968750
 121.830833	 29.933722
 121.908306	 29.924583
 121.941694	 29.891222
 122.004222	 29.891194
 122.013333	 29.877056
 122.024111	 29.890444
 122.057500	 29.886222
 122.114167	 29.911250
 122.137889	 29.892500
 122.132472	 29.877889
 121.935833	 29.787917
 121.914167	 29.749583
 121.876639	 29.762889
 121.857917	 29.699139
 121.843333	 29.688750
 121.824139	 29.703722
 121.838750	 29.688306
 121.776667	 29.654583
 121.734139	 29.598694
 121.699972	 29.597917
 121.711222	 29.571667
 121.700833	 29.562917
 121.649139	 29.550417
 121.640833	 29.577889
 121.643278	 29.548750
 121.590778	 29.542889
 121.566694	 29.553750
 121.523306	 29.511194
 121.510806	 29.562861
 121.454556	 29.516667
 121.460417	 29.493306
 121.427111	 29.474972
 121.442472	 29.416250
 121.467944	 29.424972
 121.476222	 29.470000
 121.501667	 29.493722
 121.506667	 29.459556
 121.530361	 29.471639
 121.513750	 29.424972
 121.487028	 29.412472
 121.488750	 29.394944
 121.542083	 29.430000
 121.565833	 29.472889
 121.654972	 29.497083
 121.721639	 29.543750
 121.734972	 29.526222
 121.778278	 29.536194
 121.761250	 29.488306
 121.772472	 29.470417
 121.800000	 29.476222
