      6.0313      0.3452     -0.2937
      6.0417      0.2083     -0.2368
      6.0521      0.0733     -0.1765
      6.0625     -0.0621     -0.1156
      6.0729     -0.2028     -0.0550
      6.0833     -0.3576      0.0235
      6.0938     -0.5154      0.1373
      6.1042     -0.6511      0.2627
      6.1146     -0.8244      0.3575
      6.1250     -0.9951      0.3702
      6.1354     -1.0560      0.4188
      6.1458     -1.1287      0.3338
      6.1562     -1.2897      0.4352
      6.1667     -1.3314      0.3469
      6.1771     -1.3262      0.2067
      6.1875     -1.3049      0.1375
      6.1979     -1.2605      0.1454
      6.2083     -1.1640      0.2093
      6.2188     -1.0880      0.3957
      6.2292     -0.9980      0.4174
      6.2396     -0.9915      0.4243
      6.2500     -0.9506      0.3957
      6.2604     -0.8913      0.3639
      6.2708     -0.8362      0.3372
      6.2812     -0.7279      0.3465
      6.2917     -0.6254      0.2941
      6.3021     -0.5073      0.2426
      6.3125     -0.3761      0.1886
      6.3229     -0.2313      0.1280
      6.3333     -0.0714      0.0555
      6.3438      0.1021     -0.0325
      6.3542      0.2834     -0.1327
      6.3646      0.5030     -0.2439
      6.3750      0.6951      0.1633
      6.3854      0.7002      0.1662
      6.3958      0.7440     -0.2954
      6.4062      0.8313     -0.6503
      6.4167      0.9881     -0.5700
      6.4271      1.0738     -0.5487
      6.4375      1.1262     -0.5807
      6.4479      1.1252     -0.5990
      6.4583      1.1135     -0.6021
      6.4688      1.0850     -0.6145
      6.4792      1.0215     -0.6284
      6.4896      0.9467     -0.6524
      6.5000      0.8830     -0.6841
      6.5104      0.8945     -0.5402
      6.5208      0.7598     -0.4756
      6.5312      0.6097     -0.4504
      6.5417      0.5037     -0.4126
      6.5521      0.3887     -0.3624
      6.5625      0.2739     -0.3038
      6.5729      0.1534     -0.2396
      6.5833      0.0255     -0.1769
      6.5938     -0.1081     -0.1148
      6.6042     -0.2514     -0.0431
      6.6146     -0.4065      0.0335
      6.6250     -0.5841      0.1461
      6.6354     -0.7880      0.2819
      6.6458     -0.8978      0.2453
      6.6562     -1.0582      0.2747
      6.6667     -1.0417      0.3822
      6.6771     -0.9859      0.3529
      6.6875     -1.1068      0.3157
      6.6979     -1.1718      0.2548
      6.7083     -1.1833      0.1197
      6.7188     -1.1423      0.0956
      6.7292     -1.0359      0.0902
      6.7396     -0.9455      0.1074
      6.7500     -0.8624      0.2613
      6.7604     -0.7505      0.3306
      6.7708     -0.6527      0.3354
      6.7812     -0.5651      0.3213
      6.7917     -0.4866      0.2979
      6.8021     -0.3857      0.2525
      6.8125     -0.2704      0.2093
      6.8229     -0.1456      0.1703
      6.8333     -0.0176      0.1350
      6.8438      0.0945      0.0998
      6.8542      0.1813      0.0164
      6.8646      0.3603     -0.1847
      6.8750      0.6446     -0.3070
      6.8854      0.8211     -0.3815
      6.8958      0.9576     -0.4962
      6.9062      1.0934     -0.5805
      6.9167      1.1543     -0.6386
      6.9271      1.2003     -0.6917
      6.9375      1.1752     -0.7551
      6.9479      1.1250     -0.8225
      6.9583      1.0460     -0.9189
      6.9688      1.0953     -0.7933
      6.9792      1.1113     -0.6376
      6.9896      1.0588     -0.5426
      7.0000      1.0099     -0.4570
      7.0104      0.8872     -0.5390
      7.0208      0.7869     -0.5522
      7.0312      0.6488     -0.4815
      7.0417      0.5269     -0.4275
      7.0521      0.3951     -0.3709
      7.0625      0.2640     -0.2912
      7.0729      0.1215     -0.2125
      7.0833     -0.0286     -0.1417
      7.0938     -0.1843     -0.0754
      7.1042     -0.3477     -0.0040
      7.1146     -0.5309      0.0653
      7.1250     -0.6837      0.1033
      7.1354     -0.8122      0.2617
      7.1458     -1.0183      0.4383
      7.1562     -1.0842      0.5343
      7.1667     -1.1751      0.2724
      7.1771     -1.3859      0.4271
      7.1875     -1.4604      0.4109
      7.1979     -1.4499      0.3009
      7.2083     -1.3925      0.2462
      7.2188     -1.3296      0.2209
      7.2292     -1.3064      0.1477
      7.2396     -1.3987      0.5019
      7.2500     -1.1918      0.5810
      7.2604     -1.2242      0.5617
      7.2708     -1.1993      0.4814
      7.2812     -1.1160      0.4384
      7.2917     -1.0072      0.4202
      7.3021     -0.9054      0.3786
      7.3125     -0.7788      0.3321
      7.3229     -0.6333      0.2757
      7.3333     -0.4732      0.2100
      7.3438     -0.3052      0.1355
      7.3542     -0.1370      0.0540
      7.3646      0.0355     -0.0387
      7.3750      0.2178     -0.1434
      7.3854      0.4251     -0.2376
      7.3958      0.6919     -0.2815
      7.4062      0.7182      0.0479
      7.4167      0.6642     -0.0589
      7.4271      0.5941     -0.5008
      7.4375      0.9842     -0.7091
      7.4479      1.1427     -0.6134
      7.4583      1.2019     -0.6202
      7.4688      1.2659     -0.6489
      7.4792      1.2250     -0.6616
      7.4896      1.1614     -0.7048
      7.5000      1.1928     -0.7634
      7.5104      1.1376     -0.6520
      7.5208      1.0144     -0.6233
      7.5312      0.9140     -0.6568
      7.5417      0.8418     -0.6363
      7.5521      0.7204     -0.5176
      7.5625      0.5916     -0.4452
      7.5729      0.4593     -0.3779
      7.5833      0.3183     -0.3028
      7.5938      0.1742     -0.2257
      7.6042      0.0326     -0.1519
      7.6146     -0.1104     -0.0823
      7.6250     -0.2540     -0.0245
      7.6354     -0.3977      0.0282
      7.6458     -0.5430      0.1153
      7.6562     -0.7186      0.2722
      7.6667     -0.9373      0.3704
      7.6771     -1.3302      0.5226
      7.6875     -1.2556      0.5235
      7.6979     -1.1706      0.1086
      7.7083     -1.2971      0.3283
      7.7188     -1.3844      0.4211
      7.7292     -1.4000      0.4373
      7.7396     -1.3333      0.3989
      7.7500     -1.1013      0.3619
      7.7604     -1.0410      0.2276
      7.7708     -1.0680      0.2566
      7.7812     -1.0141      0.2823
      7.7917     -0.9214      0.2814
      7.8021     -0.7968      0.2596
      7.8125     -0.6863      0.2305
      7.8229     -0.5938      0.1994
      7.8333     -0.4594      0.1694
      7.8438     -0.3081      0.1223
      7.8542     -0.1563      0.0659
      7.8646      0.0074     -0.0022
      7.8750      0.1798     -0.0868
      7.8854      0.3465     -0.1752
      7.8958      0.4542     -0.2246
      7.9062      0.5080     -0.3821
      7.9167      0.7362     -0.6341
      7.9271      0.9655     -0.6595
      7.9375      1.1128     -0.5669
      7.9479      1.2575     -0.6640
      7.9583      1.3530     -0.7637
      7.9688      1.3756     -0.8231
      7.9792      1.3366     -0.8385
      7.9896      1.2793     -0.8395
      8.0000      1.2443     -0.8027
      8.0104      1.1586     -0.6030
      8.0208      1.0077     -0.6421
      8.0312      0.9518     -0.6631
      8.0417      0.8680     -0.6431
      8.0521      0.7642     -0.5303
      8.0625      0.6254     -0.4659
      8.0729      0.4771     -0.3891
      8.0833      0.3259     -0.3126
      8.0938      0.1755     -0.2374
      8.1042      0.0265     -0.1649
      8.1146     -0.1337     -0.0901
      8.1250     -0.3103     -0.0160
      8.1354     -0.4998      0.0236
      8.1458     -0.6802      0.0755
      8.1562     -0.7665      0.4399
      8.1667     -0.9557      0.6177
      8.1771     -1.2467      0.3408
      8.1875     -1.4761      0.4906
      8.1979     -1.5637      0.4498
      8.2083     -1.6482      0.4608
      8.2188     -1.7208      0.3116
      8.2292     -1.8186      0.2269
      8.2396     -1.6523      0.3877
      8.2500     -1.5291      0.6979
      8.2604     -1.5270      0.6647
      8.2708     -1.6073      0.4488
      8.2812     -1.3974      0.4589
      8.2917     -1.3169      0.4599
      8.3021     -1.2278      0.4384
      8.3125     -1.1193      0.4006
      8.3229     -0.9888      0.3571
      8.3333     -0.8400      0.3081
      8.3438     -0.6760      0.2521
      8.3542     -0.5022      0.1885
      8.3646     -0.3195      0.1155
      8.3750     -0.1277      0.0292
      8.3854      0.0784     -0.0757
      8.3958      0.3234     -0.2068
      8.4062      0.6397     -0.3937
      8.4167      1.0334     -0.4057
      8.4271      0.9006     -0.1577
      8.4375      0.7092     -0.6206
      8.4479      1.1476     -0.9297
      8.4583      1.2821     -0.8110
      8.4688      1.2571     -0.7906
      8.4792      1.2662     -0.8232
      8.4896      1.2432     -0.8562
      8.5000      1.2026     -0.7048
      8.5104      1.2042     -0.6694
      8.5208      1.1542     -0.6033
      8.5312      1.0959     -0.5434
      8.5417      0.9742     -0.6019
      8.5521      0.9095     -0.6419
      8.5625      0.8151     -0.5849
      8.5729      0.7061     -0.4922
      8.5833      0.5894     -0.4285
      8.5938      0.4691     -0.3596
      8.6042      0.3414     -0.2868
      8.6146      0.2011     -0.2069
      8.6250      0.0463     -0.1220
      8.6354     -0.1198     -0.0363
      8.6458     -0.2981      0.0464
      8.6562     -0.5158      0.1448
      8.6667     -0.8516      0.2897
      8.6771     -1.4164      0.8246
      8.6875     -1.3951      0.5539
      8.6979     -1.4905      0.4056
      8.7083     -1.5751      0.5480
      8.7188     -1.6477      0.5489
      8.7292     -1.7036      0.4871
      8.7396     -1.6595      0.4881
      8.7500     -1.5373      0.3271
      8.7604     -1.4395      0.2762
      8.7708     -1.3345      0.3014
      8.7812     -1.2540      0.3511
      8.7917     -1.1595      0.3992
      8.8021     -1.0850      0.4326
      8.8125     -1.0199      0.4075
      8.8229     -0.9482      0.2911
      8.8333     -0.8364      0.2691
      8.8438     -0.6864      0.2755
      8.8542     -0.5317      0.2315
      8.8646     -0.3626      0.1693
      8.8750     -0.1816      0.0967
      8.8854      0.0099      0.0084
      8.8958      0.2147     -0.1108
      8.9062      0.4708     -0.2626
      8.9167      0.8046     -0.3627
      8.9271      0.8918     -0.1168
      8.9375      0.7379     -0.4259
      8.9479      1.1661     -0.7456
      8.9583      1.3439     -0.7516
